userName;rawContent;status;Label
elfrans manurung (londut);Moontoon semakin lama semakin nambah event, maka makin lama akan menambah data di hp, bagi kaum hp ram 4 akan cepat rusak dan lag. Hapus saja game ini. Mereka hanya memikirkan keuntungan top up diamond player, bukan memperatikan kenyamanan player.;1;Negatif
Haryani Har;Sering banget kejadian kesalahan koneksi, padahal wifi gak gangguan, yakali kakakku lancar lancar aja nonton youtube sedangkan aku main ml tetep gabisa sinyalnya, udah beberapa kali mati nyalain wifi tetep gabisa, harus realog dulu baru bisa main, eh baru juga sebentar lancar langsung gitu lagi, maaf ya, saya kasi bintag 1 aja, kesel soalnya lagi rank..;1;Negatif
Ririn Yuliani;Tiap ganti akun selalu download resource padahal dah di download,, selalu terjadi seperti itu ganti akun 3 misalnya download resouersenya 2x,, tolong di perbaiki,, masalah sinyal ,sinyal bagus tetapi sering lag,,;1;Negatif
Hernanes S;Hal yang paling saya tidak suka dengan mobil legend. Contoh, ketika anda terbantai, coba anda lihat tier musuh. Pasti tidak seimbang, bahkan saya beberapa kali mengalami di mcl, saya tier legend, malah dapat musuh mytik. Apa lagi di rank, sering terjadi ini. Buat para montoon tolong di benerin sistem ini. Ini tidak fair;1;Negatif
M. R.M;Moonton tolong banget kalo nge bentuk match itu yg seimbang antar musuh sama tim sendiri, kejadian yg paling saya alami adalah ketika saya bermain di mode rank saya mendapati musuh yg sangat hebat dan tim yg sangat egois dan TOLOL, akibat tim yg tidak seimbang dengan musuh yg hebat jadi saya mengalami lose streak hingga mengalami penurunan yg sangat drastis. Saya ucapkan terima kasih dan mohon maaf atas komentar saya...;1;Negatif
Apolimaris Lorenso Gu;Setelah di update jadi makin aneh. Masah saya mau masuk pertandingan aja harus diulang ulang di loading screen udah gitu jaringan nya makin tambah jelek. Mudah mudahan bisa diperbaiki 🙏;1;Negatif
Afiq Dhiyaulhaq;Mobile Legends BB makin kesini makin kesana hadeeuuhh.. banyak bug saat game play. Terasa ketika open war. Berbeda sebelum di update, karena banyak ulasan yg mengeluh saat update jadi penasaran mau update. Dan setelah di update ternyata memang benar banyak bug. Semoga kedepannya Mobile Legends dapat segera memperbaiki kekurangannya kedepan, & merespon ulasan² lainnya.;1;Negatif
Yadiii;Sistem gak jelas, moonton sengaja isi sistem lose win di mode rank solo, kalo lagi lose ya lose terus tanpa henti, sekali nya win cuma beberapa, buat win rate dan statistik hancur doang, kalo mode rank solo seimbangin lah team nya, kadang ada yang bot di kita di musuh jago semua sering terjadi kalo lagi lose streak gitu terus, makin hari makin frame juga game nya lama lama ya meledak hp menengah, hp saya RAM 4/128GB udah ga bisa make standar ngeframe, dan utuk hukuman yang ngetroll di tambah !!!;1;Negatif
Faradina Rizka N.;makin kesini makin mahal, minimal perbaiki matchmaking sama balancing hero. terus turnamennya juga harus dikembangkan lagi. biar lebih kompleks pesertanya. jaringan juga gausah tinggi tinggi amat lah. ga semua orang tinggal di kota besar.;1;Negatif
febri hatake;Matchmaking untuk player solo cuma jadi permainan system, kadang sangat tidak seimbang dapat lawan yang kelimanya profesional disisi lain dapat tim yang bisa dibilang ngawur,, dan lagi setiap update terbaru saya rasa malah semakin burik aja fitur dan opsinya;1;Negatif
Gilang Kahfi;Selamat sore min  saya mau mengeluhkan suatu masalah terkait bug yang terjadi pada akun mobile legends saya. Jadi pada awalnya saya bermain ranked pada saat pertandingan telah berjalan saya mengalami leg kemudian saya memutuskan untuk relog namun setelah saya relog muncul notif menghubungkan kembali ke dalam game seperti biasanya. Saya tunggu beberapa saat namun tidak ada perubahan sama sekali dan saya stack pada fase tersebut. Bahkan sudah saya coba untuk hapus aplikasi mobile legends;1;Negatif
Robet Hendi wahyudi;Game gk jelas banyak bug, sering ketemu tim egois ngetrol berbeda dengan tim musuh. Mohon kesadaran monton supaya menyeimbangkan game nya. Banyakan player gb, gangguan sinyal bikin gak enak buat main nih game;1;Negatif
Muhammad Fahmi;Hai Moonton Developer, segera perbaiki kualitas dalam pertandingan yang banyak bermasalah dan kecilkan ukuran aplikasi karena selalu adanya MASALAH FREEZE, BUGS, DROP RATE DI TAMBAH BERTEMU SATU TIM NOOB DALAM PERTANDINGAN. Jangan anda hanya terlalu fokus terhadap penjualan saja/ pembuatan pahlawan baru tapi kualitas dalam permainan semakin buruk dirasakan oleh setiap pemain. Saya adalah pemain setia MLBB sejak tahun 2017 lalu dan buatlah selalu permainan yang adil!;1;Negatif
AHMAD MUINUDDIN RIZANI RAHMAN AL-MATIIN;Baru 10 detik di awal sudah ngeframe, Menit ke 10 ping tiba-tiba down bahkan sampai merah 330ms. Biasanya cuma kuning 120ms. Perbaikilah sistem jaringan.;1;Negatif
Achmad Naufal Ferdiansyah;Fitur peringatan memori habis hanya bekerja sekali saja, selanjutnya tidak ada peringatan sama sekali. Alhasil inilah yang menyebabkan loading file error saat masuk ke game dan harus relog serta menyebabkan afk. Mohon untuk kedepannya, perbaiki logika fitur ini;1;Negatif
Tuti Rati;Saya mohon agar bug selalu keluar,kan ada tuh pas saya main rank saya seketika keluar di menit 8/login kembali, nah disana Lama banget pas login nya tau-tau dah usai pertandingannya terus disangka AFK Dan saya mendapatkan kekalahan terus berkurang nya kredit skor SATU LAGI kalau saat bermain sinyal nya jelek terus patah patah dan pas bertanding musuh sama tim saya itu beda jauh skill nya;1;Negatif
Sigit Kurniawan;monton kenapa setiap saya main rank clasik atau brawel pada saat loading game play nya say ngestuck di 40% dan 70% doang trus pas masuk di dalam game nya malah udah telat 2 menit tolong di perbaiki kalo bug itu udah di perbaiki mungkin saya akan memberi bintang 5;1;Negatif
27. Ni Putu Adara Nareswari RPW;Jujur aja saya kurang suka dengan update leardbod yang sekarang menurut saya lebih susah untuk melihat rank hero saya dan juga tolong untuk koneksi jaringan nya juga di perbaiki,karena di lobby itu sinyal nya ok2 aja tapi waktu masuk di pertandingan malah naik turun-naik.Dan juga sewaktu saya main mcl sinyal nya hijau di lobby tetapi ketika bermain sinyal nya berubah jadi merah terus jadi tolong moonton untuk di perbaiki!.;1;Negatif
Tpmx;Gamenya seru+ tapi bug.nya makin lama makin tak jelas. Udah masuk game play suka kluar sendiri. setingan Grafisnya pun MCM eror. Rendah normal tinggi sama saja tak ada bedanya. Tolong di perbaiki lagi monoton.;1;Negatif
Putra Agustian;Setelah update banyak bug yg terjadi Salah satunya leg dalam game, login gak bisa terlalu lama menunggu. Padahal untuk intrnet lain nya lancar² aja Tolong perbaiki jika ingin lebih maju... TRIMAKASIH..;1;Negatif
Maulana B;No more enjoyfull.. Setelah update sering terjadi lag. Ping turun drastis pada setingan frame rate tinggi dan grafik sedang padahal sinyal bagus dan HP sangat mendukung. Tolong diperbaiki lagi.;1;Negatif
Dwi Sayekti;"Moonton perbaiki lagi sistem nya ! Lagi push rank di tengah permainan tiba tiba keluar sendiri dan loging dr awal lagi . Di buka lagi loging ulang semua pemain . Eror sistem nya . Malah pemainya dikenain AFK !!! PERBAIKI SISTEM MOBILE LEGEND YG SERING NGELAG DAN KELUAR TIBA""";1;Negatif
bali;"Ini game memang banyak bot ya, saya dari rank mytic, dapet tim afk mulu, mau dari tim saya atau musuh sama aja, mending di jadiin game offline aja kalo gini, dan untuk jaringan banyak penipuan sinyal saya di hp 120 ms, tapi di notifikasi 21ms, dan untuk map kadang"" menipu saya berada di exp, saya liat simbol musuh berkedip di gold lane tapi tiba"" berada di depan saya, fungsi map buat apa dah.dan juga Makin hari event nya sangat pelit pelit sekali, magic dust 5 itu buat apa?😡😡";1;Negatif
Mgibran 98;Ni game makin lama makin ga jls,sinyal bagus diatas 60ms pas draft sering reconnect dan relog ny slalu stuck di loading screen,dan untuk keseimbangan match nya sangat buruk,rank tim SM rank musuh jauh beda nya gk ngotak di kasih lose streak terus tim aja kek bot.;1;Negatif
Daff Putz;"Mohon buat montoon di percakepin lagi nih game,sebenernya udh bagus tapi masih aneh gitu yg pertama:masalah Jaringan lag,lag ga jelas giliran mati ga lag pas war lag,, dan masalah ke 2 sistem timnya setiap baru naik pangkat lose streak mulu banyak keluhan orang ngalamin kaya begini tolong moonton bantu para user yang tidak nyaman apa dari game ini jangan update mulu tetapi juga update apa keluhan dari para player mobile legends ""Terimakasih""";1;Negatif
pangeran bertopeng;"Sehabis update kmarin saya dan teman"" saya banyak yang terjadi masalah ketika loading scren menuju pertandingan, loading stuk di 40% dan itu lama banget terus menuju 70% kembali stuk lagi, alhasil kita telat farming kalah gold dan dikira afk, padahal jaringan kita normal";1;Negatif
Agustianto Firdaus;Semakin di update semakin sistem nya gak jelas, jaringan makin kesini makin gak stabil mau pakai provider apapun tetap suka error ping server tinggi. Belum lagi setiap main sistem moonton makin kesini makin curang, di battlefield dapat rekan satu tim dikasih player bot. Belum lagi saat player emosi karena kesal di curangi dan akhirnya berkata kasar kepada teman satu tim dikarenakan mereka feeder ada yg nge troll, dll malah kita yg kena hukuman karena dilaporkan mereka. Tanpa tahu sebab akibat.;1;Negatif
Fesa Arsaqa;DI lobby jaringan aman ping hijau, ketika in game masih ping hijau aman lah ya kisaran 45-80 ms, namun ketika hendak war ping lgsg berubah jd 285 ms (merah), moment yg penting ketika main malah jaringannya buruk, pas balik ping hijau udh mati aja, awalnya sya kira emg lagi gangguan jaringan yg sya pake, tp lma kelamaan buka apk lain aman lancar tdk ada masalah tp ketika in game bermasalah, brrti dlm Mobile Legend ini yg bermasalah dgn jaringannya, saya merasa sgt kecewa, TOLONG DIPERBAIKI!!;1;Negatif
Franciskus Damianus;Tolonglah banyak hal yg mengganggu, di game ini contohnya masalah loading. Loading download data, loading muat ulang game, loading kembali ke permainan kalau terputus, itu semua lambatnya minta ampun, kalau nonton video di yt lamcar aja, bisa sampai 3mb/detik;1;Negatif
Rohim Raharjo;"Maaf bintang 1 jaringan bgus tapi pas warr lagg nya parah patah"" bahkan sampe keluar sendiri, aneh nya disaat lev kita lebih tinggi langsung lagg sampai lev musuh'y lbih tinggi dan akhir nya kalah trus sampai peringkat rank pun turun drastis, bisa menang pun perjuangan'y dgn emosi karna lagg, tidak nyaman sekali, klo tdk ada perubahan auto uninstal aja lahh";1;Negatif
Dina Mariana;Tolong di perbaiki lagi, harusnya sering di update jadi makin banyak kemajuan di apk tapi ini sebaliknya, kaya yg ga membaca komen dan pendapat yg mendownload, jgn Hero nya terus dlyg di perbaiki tapi semuanya dari segi jaringan, pembagian tim, kalo bisa di khusus kan buat player baru di kasih pemain yg susah, kasian yg udah rank tinggi jadi turun karna player baru yg cepet naik cuma karna lawan boots, apalagi player baru ini kan banyaknya anaknya yg cuma main keluar, mohon di baca di perbaiki;1;Negatif
Nevil Burn;Setelah update bukannya semakin bagus. Tapi semakin buruk. Sekarang loading ke 100% menuju battle sangat lama. Padahal hp gak kentang2 amat. Samsung M31 ram 6gb. Padahal aplikasi game cuma ini saja yg terinstal. Malah sekarang tampilan loading menuju battle hero ratusan/rubuan match malah gk expert.;1;Negatif
mhmmd iLham;Pihak moonton kurang strategis dalam pengaturan matchmaking kita dalam satu party atau 5 orang vs 5 orang juga demikian namun kanapa ketika bermain solo saya bertemu dengan musuh yang sangat susah sehingga terjadinya tidak keseimbangan match dalam game mohon diperbaiki permasalahan matchmaking dan tidak lupa juga masalah jaringan in game saya sudah mencoba fitur wi-fi dengan paket data namun bukan jaringan smooth malah crash parah tolong diperbaiki;1;Negatif
schariefool ach;Saya akan rubah penilaian bintang nya, jika permasalahan saya bisa dibantu. Game yg sering eror/bug, imbasnya ke kredit skor kita yang terus dikurangi. Sehingga tidak bisa bermain di mode apapun..jadi gak asik game nya. Dari pada nyempitin memory HP lebih baik saya uninstall aja. Semua jadi terbengkalai gara gara game ini.;1;Negatif
Zainal Putravolly;Game yang membuat darah tinggi bisa langsung naik drastis, banyak lawan yang bermain tidak adil, jaringan bagus tapi lag , apalagi pas waktu war, tiba2 hero udah mati aja, kecewa banget dengan kualitas jaringan di game ini !!!!;1;Negatif
saint leon;Tadi saya lagi push rank tiba² disconnect,malah jadinya kena afk,pas udah login lagi tiba² saya harus download resource lagi,entah berapa giga lagi buat download data dr awal. Pertanyaan nya kemana data yg dr awal itu? Masa tiba² error' trs data hilang..;1;Negatif
M.Rif`at Al Fatona;Ml nya ada bug. gua Udah main rank,lag nggak. jalan mulus selama permainan. pas udah selesai tim gua menang tapi tiba-tiba ada tulisan : jaringan Anda sedang bermasalah. terus gua keluar gua masuk lagi.gak nambah poin gua sama gak ada history tentang match nya. (Tolong di perbaikin);1;Negatif
Indra Setia Kurniawan Sinamo;Makin parah ini game, terutama game magic chase semakin sulit dimainkan (blassing susah didapat, poin untuk naik level malah semakin mahal). Eh update terbaru malah semakin kacau, banyak bug belum lagi kadang Hero tidak bisa diklik atau pencet, parahnya masalah jaringan terus menghantui awal game jaringan bagus eh last game jaringan kacau. Merugikan pemain jadinya.;1;Negatif
Satria Rizhandi;Help moonton!!!! Segera d perbaiki Tentang Matchmaking knp selalu keluar sendiri pdhl jaringan 4G Full dan penyimpanan msh bnyak, saya sampai AFK 2 kali dan cpk lama lama gbisa rank lagi :) tolonglah moonton segera d perbaiki, player² lain sangat tidak nyaman dengan update skrg, Sekian terimakasih!!!!🙏;1;Negatif
Ar 7;"Stuck logo mulu anying. Udah update juga. Udah download ulang juga. Hp Ram 3 masih stuck logo awal doang. Kalo masuk loading mah enak bisa tau sinyal jelek ato kagak. Ini mah boro"" semenjak update baru banyak bug gk jelas T*d";1;Negatif
Dimas Bagus1922;Barusan aku afk karena tiba tiba jaringan di in game dengan ping 285(merah) padahal jaringanku normal, aku buka semua aplikasi youtube dan sosmed yg lain gak ada masalah di jaringan . Tapi karena aku tiba tiba ping merah tadi sampai sekarang gak bisa login kembali. Sumpah parah sih ini. Tolong kebijakannya jangan hanya baca komentar tanpa ada tindakan. Terimakasih.;1;Negatif
fachrisyah pratama;Abis update parah banget, suka stuck di 40% loading in game. Padahal pas di dalam game lancar main di grafik high.. tapi pas di loading in game stuck di 40% yg menyebabkan telatnya masuk game, diturunkan grafiknya sama saja tidak berpengaruh tetap stuck di 40% loading in game dan juga terdapat bug dimana efek skill yg dikeluarkan hero tidak ada.... saya main di hp Samsung Galaxy A51;1;Negatif
Putri Aprilina;Masih banyak masalah, apalagi di dalam jaringan,, jaringan ponsel baik-baik saja sedangkan di game malah disconnect, alesannya CS nya karena versi, waktu di update tetep aja kaya gtu.. terlalu banyak alesan;1;Negatif
Annisa Faujiah;Yahh setelah update kemarin , pas mau game play malah nyetak di 40% terus pas masuk game play nya skilnya ga keliatan , terus kadang ga pernah masuk game play sama sekali , gmna ni moonton ko gitu setelah update ? Mohon pengertiannya dehh !!!!!!!!!;1;Negatif
Sergio Tanauma;tolong lah di perbaiki secepatnya, sebelum di update semua baik2 saja, bagaiman saya mau bermain mobile legends kalau mau login aja susah sekali, pas masuk baru aja main 1 match udah buffering, bufferingnya juga lama sekali bahkan ngga selesai selesai Padahal HP mendukung ram 8 support game, jaringan bagus tapi kok sulit sekali yahh, sebelum di update padahal baik2 saja. Makin parah saja gamenya.;1;Negatif
angga setiawan;Waktu login sering lag, dan masuk lagi sudah afk dan direport, banyak lag sekarang, dapat tim tidak objektif, dapat tim dengan jumlah pertandingan sedikit, tapi musuh jumlah pertandingan sangat banyak, tidak seimbang;1;Negatif
Michael KS;Menurut ku memang nggak seimbang di antara musuh dan tim kita, soalnya tim musuh biasanya lebih jago dari tim kita. Sebaiknya moonton bisa lebih menyeimbangkan matchmaking agar tidak rawan terjadinya lose streak dan troll;1;Negatif
Eko Saputra;Matchmaking yg sangat buruk, selalu ditemukan dengan tim bodoh alhasil MVP lose Mulu berturut-turut setiap kali bermain, sedangkan tim musuh selalu kompak dan hebat. Masalah yg sangat susah di perbaiki dan mungkin GK akan bisa. 👎👎👎;1;Negatif
Alief Revangga muzammil;Game aneh gatau kenapa aku barusan main clasic udh relog 10x tetep ga bisa masuk game nyaa selalu force close dan ga bisa kembali di game lagi udh aku kecewa ama game ini, selalu blacscreen saat loding 7%, pdhl jaringan stabil dan hl masih bisa lah buat main, aku dah muak ama game ini udah capek dan ingin ambatukam, dah tolong di fixx bug nyaa pihak moonton segera aneh ini;1;Negatif
Mang Tri;"Tun...tolong segera perbaiki masalah saat matchmaking yg sering gagal, dan pada saat di in-game PING yg suka ngejumping dari yg awalnya 50-an tiba"" loncat ke 201 ms dan stuck terus di 201 ms....KHUSUS DI PATCH KLI INI AJA BUG SINYAL NYA PALING PARAH....nanti klo udh di perbaiki gw tambah lagi bintangnya....makasih";1;Negatif
erueljr HM;Tiba tiba sering ngelag Udah Reconnect nggak bisa in game lagi. Mobile lagend sekarang tidak seperti dulu lagi. Chiter terlalu banyak NgeBug terlalu sering. Sinyal Tiba tiba ping 205mbps Padahal jaringan di telpon stabil padahal pingnya sampe 30/35mbps. Sampai tidak bisa ngeRANK lagi gara gara Reconnect kredit skors tinggal 85😡😡 Capek dengan game ini mending hapus aja dari play store;1;Negatif
Kyoruta Kaito;Habis Update malah makin berat, biasanya main lancar sekarang suka restart Mulu dan kadang2 suka ngeframe pas buka event atau awal main, enak fitur dulu yang lancar dan ringan gak ada kendalanya, habis Update bukannya makin enak dimainkan malah makin ngeselin kayak dirusuh gak boleh main, dah lah lama2 pengen ganti game Moba lain aja dari pada main direstart Mulu terus tiap main.;1;Negatif
Hardiansyah permana putra;tolong kepada moonton,kalo ada player yang sengaja melakukan feed beri lah sangsi yang sangat berat,seperti ban akunnya,karna player yang seperti itu sangat meresahkan sekaliii tolong bangettt!!!!!!!!!!!!!!! sama kalo lagi lose treak tolong dong kepada moonton untuk ngasih team yg lebih jelas sama lawan yg pantas;1;Negatif
samantha Diraina;Jaringan nya anjir, itu disengaja atau apa, padahal udh bagus wifinya, yang pake cuma 1 orang, tapi masih ngelag, tempat gue jaringan nya bgs kok, pas main jadi ngelag banget, mana heronya ngikutin LOL, terus updatenya juga keseringan mana gaguna semua yang diupdate, terus iklannya juga aneh bngt. Ini tuh kayak LOL versi murahnya. Timnya aneh, sama kaya developernya, tlong lah anj, gua baru naik mytic lo temuin gua sama ex glory, apa ga gila lo?;1;Negatif
z.channel;"Tidak Login beberapa Hari dan Tidak sampai Seminggu Tiba - tiba Update, Tidak masalah Kalau ada Pembaharuan tapi kenapa saat Main Hero musuh dan Team pada jadi Bulet"" semua?, jadi tidak enak di pandang. Padahal beberapa hari lalu kalau main Normal - normal saja. TOLONG PENJELASANYA";1;Negatif
Dimas Pratama Muflih Widjaya;Kenapa saya kasih bintang 1? Ya karena pertama kendala pada sinyal yang suka ilang terus,kedua? Pemilihan team acak yang gk seimbang,kenapa gk seimbang? Karena team musuh sudah memiliki pengalaman lebih sedangkan team yang saya dapatkan masih awam atau egois terhadap MMR saja yang sering menjadi invalid dalam pick hero,komplain saya hanya itu saja,mohon di evaluasi dalam pemilihan team acak maupun sinyal yang stabil dalam match berlangsung,sekian terimakasih,ini demi kenyamanan bersama;1;Negatif
Nining Sugiyarti;Aku suka replay versi yg kemarin dr pada sekarang catatan chat nya gak ada lagi dan sekarang banyak bug nya,, aku gak suka juga suara lonceng nya dan kenapa match nya tim ku selalu gak bisa main dan musuh selalu 1 tim padahal aku solo.;1;Negatif
Devileranc;Game broken, kalo bikin hero baru, atau kalo ada hero yang mau muncul skin nya, di bikin sama rata dong, bukan malah di op op in, saya tau anda butuh cuan, tapi ini game online bos, kenyamanan player bermain yang lebih baik itu lebih penting, bukannya malah mikirin cuan mulu, kalo gitu terus tinggal tunggu aja gamenya jadi sepi.;1;Negatif
dimas satya;Sistem kredit scorenya gak fair. Main rank, saya dapat death terbanyak di tim, kena hukuman feeding secara sengaja. Padahal tim saya kalah dan hanya dapat 6 kill dimana 3 diantaranya sumbangan saya. Itu saya mati karena tim yang gak kompak & bikin musuh jadi kuat bisa kill turtle berkali2, kenapa saya yang kena penurunan kredit score? Ketika saya mvp, dapat kill terbanyak dan mati cuma sekali, gak dapat penambahan kredit score;1;Negatif
Dominikus Tripuspa Mahardika;Aplikasi nya jelek banget, grafik dan game play nya okey. Tapi kenapa saat in game selalu Nge-Lag setiap kali main pasti lag parah. Padahal sinyal juga kenceng, dan gamenya juga menghabiskan banyak penyimpanan. Kecewa banget sih. Saya sarankan jangan di download.;1;Negatif
Muhammad Naufal Akmal;"Oi sistem afk di logis kan lah jangan mentang"" sinyal hilang dikasih dengan sengaja, yang namanya sengaja itu ya pake tombol exit itu bikin sistem mudah kayak gitu kok gk bisa, tinggal bikin detect yang pake exit, tapi jujur w suka main ml tapi w suka kasih rsting lo b1 karena itu rsting jujur tanpa unsur lain.";1;Negatif
Rendy Alfiqi;Semenjak update makin banyak bug, susah login stuck di tampilan loading jaringan eror (padahal pakai WiFi). Tiap selesai pertandingan loading lama. Gua kasi bintang 1, kalau udah hilang bugnya gua naikin bintangnya;1;Negatif
Masayu Yuliana;game nya seru tapi bikin darah tinggi,tolong ya moonton kalo ngasih tim yang jelas dan setara sama musuhnya keseringan dapet tim yang lebih bot daripada musuhnya jadi lebih banyak kalah daripada menang.satu lagi di akhir season gini kasih winstreak yang berturut-turut ya muntun hehehe;1;Negatif
khafid rahman;dear montoon saya selaku pemain solo yang sudah bermain sejak lama mungkin bisa dikatakan saya pemain awal game seberapa awalnya saya bermain saya belum punya skin zilong elite gratis, saya merasa kecewa karena gameplay makin hari suka lag, padahal ping sinyal di lobby bagus cek sinyal bagus jaringan wifi bagus saya sudah pakai mode speed dan jaringan tapi saat war terjadi lag, bug sering terjadi, yang paling mengecewakan sistem lose streaknya terlalu parah, banyak pemain afk, toxic, & menyerah.;1;Negatif
Ardian Kusuma;Game ini lama² makin gajelas dah gw main tiba² login ulang sendiri padahal ga ngeframe tu hp gua tiba² login ulang sendiri dah makin aneh aja ni game,dan ada satu lagi nih kenapa download data gw stuck di 93,3% dan ga bisa nambah tolong benerin dong!;1;Negatif
Oca Audy;"Tolong dong montoon di perbaiki masalah download data dan sering terjadi nya sinyal tidak baik saat bermain,, saya sudah download data karna perpindahan akun masa tampilan Hero tidak normal dan tampilan skin tidak muncul,, jaringan selalu lag padahal WiFi lancar"" saja!!";1;Negatif
Novianto Ryan Ramadhan;Jaringan sering mengalami masalah padahal setelah di uji coba dengan game atau aplikasi yang lain lancar-lancar saja, kemudian untuk soal team match yang selalu menemukan kendala seperti ketidakseimbangan antara player dan oknum-oknum tertentu yang membuat match tersebut buruk dan berdampak buruk selama pertandingan, kemudian untuk masalah player report yang memang sudah sesuai fakta selama di pertandingan di anggap tidak memenuhi syarat pelanggaran(?);1;Negatif
Agus Iqew;jaringan bagus, kuota banyak, spek hp buat main pubg 90fps,. buat mlbb boro2 lag leg lag leg. jringan speed mode on, percuma di on in, emang dasar dari awal rilis sampe skrng gak berubah sistem yang bikin leg, bukan karena jaringan atau kuota.. smpai sini paham apa yang harus di benahi,. kalo gx bisa benerin sistem jaringan, tanya minta bantuan sama Tancent sana, war 2-3 squad no leg buat bar2 anteng, gx kyak ini 5v5 ngeleg nya minta ampun. tolong di pahami apa keluhan player2 lama ini.;1;Negatif
Donie Tham;Moonton tolong baca ini!!! Setiap kali saya bermain,saya suka mengalami lag padahal PING nya hijau! Dan juga saya selalu dikasih tim yang tidak pro/dikasih tim yang noob! Terus juga saya hanya berkomentar biasa saja namun kenapa saya dimute!!!! Saya kurang nyaman bermain mobile legends karena semua masalah yang saya alami membuat saya kalah!!!!!tolong difix moonton kalau komentar ini tidak dibaca,moonton terlalu kejam dan licik memainkan pemainnya!!!!!;1;Negatif
Yu Yu n Yunz;Kenapa event2 server indo sangat sulit dan hampir tidak mungkin jalani misi2nya.. Seperti event skin colector dan sekarang event sama kuning jadi dirubah dengan misi2 yang sulit..tidak seperti sebelumnya.. Sorry bintang 1 aja lh.dan untuk pemberantasan cheat/player gb. Sampe2 player yg tidak bersalah kena imbasnya/kena ban. Player2 tersebut ada karena sistem match macking yang sangat buruk. perbaiki dulu sistem match yang seimbang.mungkin akan mengurangi player2 cheat/gb;1;Negatif
Rezaa;"Saya merasa sgt tdk puas dlm bermain mlbb sekarang, apalagi dlm pembagian tim sgt GG sekali. padahal sudah berbagai cara mulai dari laporan hasil pertandingan, bahkan laporan sistem tetap saja tdk membantu sama sekali. Mohon maaf atas penilaian ananda,karena hal ini mmg betul "" terjadi dan mudah mudahan ini menjadi motivasi buat kreator mlbb utk selalu memperhatikan permasalahan ini terimakasih:(";1;Negatif
Garin NF;Yang terhormat moonton, sudah beberapa kali ngelaporin musuh lebih kuat daripada tim sendiri, tapi kenapa musuh masih saja tetap lebih kuat dari tim sendiri, serasa sia sia ngelaporin, ga ada perubahan, kemungkinan besar juga saya memberi kritikan disini ga dibaca, sama seperti saat saya melaporkan ketidak seimbangan matching..;1;Negatif
Robby Gusmery;Mohon bug nya segera diperbaiki pada saat bermain terkadang ada bug jaringan yang membuat tidak dapat loading padahal jaringan/sinyal bagus, dan setelah mencoba relog beberapa kali malah stuck dalam loading screen;1;Negatif
Sakib;Makin kesini game ini bukannya makin bagus malah makin ga jelas, contohnya seperti masalah jaringan yang saya hadapi, terutama untuk di Advan server kenapa setiap selesai update ping selalu merah padahal jaringan hp saya penuh tpi kenapa Pas main ping nya merah? Tolong di perbaiki lahh masalh ping, diutamakan itu kenyamanan bukan malah fokus ke skin terus menerus, utamakan masalah kenyamanan nyyaa🙏;1;Negatif
ragel setiawan;"Tolong perhatikanlah untuk pihak development game agar tidak terlalu banyak update, pasaran game ini rata"" hp mereka cuman ram 2 gb seperti saya, kami ingin mobile legends yang versi dulu yang di kondisi ping kuning masih bisa untuk main, jika hanya berpatokan harus ping hijau agar lancar untuk bermain aku yakin 1 atau 2 tahun pasti banyak player yang akan berpindah game karena sudah terlalu berat untuk update yang sering dan tidak masuk akal di game ini.";1;Negatif
Bang Yusuf;Ini game gimana sih Mytick glory tapi mainnya pada gak jelas, selalu di pertemukan sama tim yang kurang baik dalam bermain, suka ngetrol, main pada gak jelas, tak ada tim yang setara gitu ya min? Dan juga sering lag padahal ping hijau. Kali ini saya pensi dan hapus aplikasi game Mobile legend. Terimakasih.;1;Negatif
Tigris Siahaan;Setelah update ada banyak bug seperti lag/frame mau juga stuk di 245ms sering kali juga bug ny terjadi hampir setiap main. Padahal jaringan saya bagus wifi lancar. Sangat kecewa setelah update ini kirain makin baik ternyata bugny makin banyak dahlah klen yg kendalanya bug atau lag mending unistal ajh nih;1;Negatif
Hamdani Rizqi;Game sampah... Sistemnya ampas... Klo dah winstrike jaringan sengaja di putusin... Padahal pemain lain masih kliatan masi bisa main, ngeluarin skill segala macam...gw nya jalan sndiri ga bisa dikontrol..;1;Negatif
Krisna Rizki D.;"Terjadi bug pada server yang sangat menggangu aktivitas saat sedang bermain.Kronologinya awal saya main hingga pertengahan normal"" saja tb tb saat di pertengahan semua tim terjadi disconect dan ketika saya akhiri game tsb tiba"" kembali ke game semula dan ada bacaan ""koneksi terputus ke server,sambung kembali sekarang.hasil pertarungan telah disimpan"".mohon untuk segera di fix kan bug ini karena sangat mengganggu";1;Negatif
Heri Prasetio;Parah sih udah, baru update udah minta update lagi.... Dan ga nyangka udah 13,5 GB memakan penyimpanan ponsel. Ram 3,32 sudah tidak berguna lagi.. ampun , saya akan uninstall game ini. Terima kasih sudah menemani saya dari season 8 sampai season sekarang;1;Negatif
himaa;Habis update bukannya semakin bagus malah semakin buruk, banyak bug yg gajelas, akhir² ini semenjak ml update patch saya sering ngalamin stuck di loading hero, awal² stuck di 40% aja tp di hari selanjutnya stucknya bertambah jdi di 40% dan di 70%, sampe saya dikatain sama musuh/tim sndiri pdahal jaringan saya di in game 5ms. padahal sebelum update ngga begini, saya kira cuman saya yg ngalamin tp ternyata banyak player² lain yg ngalamin hal yg sama. tolong diperbaiki ya secepat mungkin;1;Negatif
